node,year,ri_coverage,scenario,total_cases,outbreaks,vapp
101,3,95,pSIA2,0,0,26.97336401
101,4,100,pSIA2,0,0,22.653015
101,4,25,pSIA2,0,0,5.66325375
101,4,30,pSIA2,0,0,6.7959045
101,4,35,pSIA2,9,2,8.564786327
101,4,40,pSIA2,0,0,9.061205999
101,4,45,pSIA2,0,0,10.19385675
101,4,50,pSIA2,0,0,11.3265075
101,4,55,pSIA2,0,0,12.45915825
101,4,60,pSIA2,0,0,13.591809
101,4,65,pSIA2,0,0,14.72445975
101,4,70,pSIA2,0,0,15.8571105
101,4,75,pSIA2,0,0,16.98976125
101,4,80,pSIA2,0,0,18.122412
101,4,85,pSIA2,0,0,19.25506275
101,4,90,pSIA2,0,0,20.3877135
101,4,95,pSIA2,0,0,21.52036425
101,5,100,pSIA2,0,0,22.653015
101,5,25,pSIA2,0,0,5.66325375
101,5,30,pSIA2,0,0,6.7959045
101,5,35,pSIA2,0,0,7.928555249
101,5,40,pSIA2,0,0,9.061205999
101,5,45,pSIA2,0,0,10.19385675
101,5,50,pSIA2,0,0,11.3265075
101,5,55,pSIA2,0,0,12.45915825
101,5,60,pSIA2,0,0,13.591809
101,5,65,pSIA2,0,0,14.72445975
101,5,70,pSIA2,0,0,15.8571105
101,5,75,pSIA2,0,0,16.98976125
101,5,80,pSIA2,0,0,18.122412
101,5,85,pSIA2,0,0,19.25506275
101,5,90,pSIA2,0,0,20.3877135
101,5,95,pSIA2,0,0,21.52036425
102,1,100,pSIA2,0,0,28.3310281
102,1,25,pSIA2,1795,3,10.37846681
102,1,30,pSIA2,195,3,11.6321356
102,1,35,pSIA2,404,2,12.32791937
102,1,40,pSIA2,0,0,12.20128814
102,1,45,pSIA2,3,2,14.75784792
102,1,50,pSIA2,0,0,14.8863369
102,1,55,pSIA2,0,0,16.23220974
102,1,60,pSIA2,0,0,17.57198202
102,1,65,pSIA2,0,0,18.91806739
102,1,70,pSIA2,1,1,20.65033942
102,1,75,pSIA2,0,0,21.60085314
102,1,80,pSIA2,0,0,22.94437462
102,1,85,pSIA2,0,0,24.28795485
102,1,90,pSIA2,0,0,25.63076533
102,1,95,pSIA2,0,0,26.9735162
102,2,100,pSIA2,0,0,28.31626875
102,2,25,pSIA2,1473,3,8.256299413
102,2,30,pSIA2,296,4,10.11501151
102,2,35,pSIA2,1063,4,11.57288456
102,2,40,pSIA2,20,2,12.86023739
102,2,45,pSIA2,0,0,12.74232094
102,2,50,pSIA2,0,0,14.15813437
102,2,55,pSIA2,0,0,15.57394781
102,2,60,pSIA2,1,1,17.54366088
102,2,65,pSIA2,0,0,18.40557469
102,2,70,pSIA2,0,0,19.82138812
102,2,75,pSIA2,0,0,21.23720156
102,2,80,pSIA2,0,0,22.653015
102,2,85,pSIA2,0,0,24.06882844
102,2,90,pSIA2,0,0,25.48464187
102,2,95,pSIA2,0,0,26.90045531
102,3,100,pSIA2,0,0,28.33064479
102,3,25,pSIA2,0,0,7.421098896
102,3,30,pSIA2,0,0,8.765738778
102,3,35,pSIA2,0,0,10.17872708
102,3,40,pSIA2,19,3,13.0375227
102,3,45,pSIA2,0,0,13.32709837
102,3,50,pSIA2,0,0,14.88834463
102,3,55,pSIA2,0,0,16.23045262
102,3,60,pSIA2,0,0,17.45639994
102,3,65,pSIA2,0,0,18.91616095
102,3,70,pSIA2,0,0,20.18391115
102,3,75,pSIA2,0,0,21.60260746
102,3,80,pSIA2,0,0,22.94414797
102,3,85,pSIA2,0,0,24.28685997
102,3,90,pSIA2,0,0,25.62963399
102,3,95,pSIA2,0,0,26.97329962
102,4,100,pSIA2,0,0,22.653015
102,4,25,pSIA2,0,0,5.66325375
102,4,30,pSIA2,0,0,6.7959045
102,4,35,pSIA2,0,0,7.928555249
102,4,40,pSIA2,0,0,9.061205999
102,4,45,pSIA2,0,0,10.19385675
102,4,50,pSIA2,1,1,12.05055831
102,4,55,pSIA2,0,0,12.45915825
102,4,60,pSIA2,0,0,13.591809
102,4,65,pSIA2,0,0,14.72445975
102,4,70,pSIA2,0,0,15.8571105
102,4,75,pSIA2,0,0,16.98976125
102,4,80,pSIA2,0,0,18.122412
102,4,85,pSIA2,0,0,19.25506275
102,4,90,pSIA2,0,0,20.3877135
102,4,95,pSIA2,0,0,21.52036425
102,5,100,pSIA2,0,0,22.653015
102,5,25,pSIA2,0,0,5.66325375
102,5,30,pSIA2,1,1,7.440941585
102,5,35,pSIA2,0,0,7.928555249
102,5,40,pSIA2,0,0,9.061205999
102,5,45,pSIA2,0,0,10.19385675
102,5,50,pSIA2,2,1,11.78259501
102,5,55,pSIA2,0,0,12.45915825
102,5,60,pSIA2,0,0,13.591809
102,5,65,pSIA2,0,0,14.72445975
102,5,70,pSIA2,0,0,15.8571105
102,5,75,pSIA2,0,0,16.98976125
102,5,80,pSIA2,0,0,18.122412
102,5,85,pSIA2,0,0,19.25506275
102,5,90,pSIA2,0,0,20.3877135
102,5,95,pSIA2,0,0,21.52036425
103,1,100,pSIA2,0,0,28.33087226
103,1,25,pSIA2,3517,4,10.67664453
103,1,30,pSIA2,2055,4,11.91249509
103,1,35,pSIA2,21,2,12.34108483
103,1,40,pSIA2,5,3,13.95588534
103,1,45,pSIA2,0,0,13.54467274
103,1,50,pSIA2,0,0,14.8866047
103,1,55,pSIA2,0,0,16.22989962
103,1,60,pSIA2,0,0,17.57407259
103,1,65,pSIA2,0,0,18.91660083
103,1,70,pSIA2,0,0,20.25882475
103,1,75,pSIA2,0,0,21.60092885
103,1,80,pSIA2,0,0,22.9444049
103,1,85,pSIA2,0,0,24.28683171
103,1,90,pSIA2,0,0,25.63034843
103,1,95,pSIA2,0,0,26.97380092
103,2,100,pSIA2,0,0,28.31626875
103,2,25,pSIA2,103,2,7.800820084
103,2,30,pSIA2,42,2,9.217607746
103,2,35,pSIA2,69,4,11.69410613
103,2,40,pSIA2,0,0,11.3265075
103,2,45,pSIA2,0,0,12.74232094
103,2,50,pSIA2,0,0,14.15813437
103,2,55,pSIA2,1,1,16.19557887
103,2,60,pSIA2,0,0,16.98976125
103,2,65,pSIA2,0,0,18.40557469
103,2,70,pSIA2,0,0,19.82138812
103,2,75,pSIA2,0,0,21.23720156
103,2,80,pSIA2,0,0,22.653015
103,2,85,pSIA2,0,0,24.06882844
103,2,90,pSIA2,0,0,25.48464187
